0, target plane transform 0.151594 1.06992 0.538642 0 0 0 1
0, grid mapping [0 0 0 -0.125  0.125 0.02659401 1.19492 0.563642] [3 1 0 -0.125  0 0.02659401 1.06992 0.563642] [6 2 0 -0.125  -0.125 0.02659401 0.9449199 0.563642] [1 0 1 0  0.125 0.151594 1.19492 0.563642] [4 1 1 0  0 0.151594 1.06992 0.563642] [7 2 1 0  -0.125 0.151594 0.9449199 0.563642] [2 0 2 0.125  0.125 0.276594 1.19492 0.563642] [5 1 2 0.125  0 0.276594 1.06992 0.563642] [8 2 2 0.125  -0.125 0.276594 0.9449199 0.563642]
0.09999999, target_spawn, target ID 0, grid ID 6
29.95, target_hit, target ID 21, grid ID 8, velocity -0.02706212 2.188293 1.446092
30.35, target_spawn, target ID 22, grid ID 1
30.95, target_contact, target ID 22, grid ID 1, velocity 0.3648924 2.508278 0.486629
31.448, target_miss, target ID 22, grid ID 1
31.8, target_spawn, target ID 23, grid ID 1
32.7, target_contact, target ID 23, grid ID 1, velocity 0.2685558 2.371446 0.6437449
32.85, target_contact, target ID 23, grid ID 1, velocity 0.6023965 -0.2587526 0.1553517
32.898, target_miss, target ID 23, grid ID 1
33.25, target_spawn, target ID 24, grid ID 6
34.348, target_miss, target ID 24, grid ID 6
34.7, target_spawn, target ID 25, grid ID 1
35.35, target_hit, target ID 25, grid ID 1, velocity -2.199154 1.40121 0.9652056
35.75, target_spawn, target ID 26, grid ID 4
36.848, target_miss, target ID 26, grid ID 4
37.2, target_spawn, target ID 27, grid ID 6
37.4, target_contact, target ID 27, grid ID 6, velocity -0.05695984 -0.7030927 -0.07454382
38.298, target_miss, target ID 27, grid ID 6
38.65, target_spawn, target ID 28, grid ID 7
39.748, target_miss, target ID 28, grid ID 7
40.1, target_spawn, target ID 29, grid ID 5
40.2, target_hit, target ID 29, grid ID 5, velocity -0.9228692 2.099484 1.300071
40.6, target_spawn, target ID 30, grid ID 2
41.698, target_miss, target ID 30, grid ID 2
42.05, target_spawn, target ID 31, grid ID 3
42.85, target_hit, target ID 31, grid ID 3, velocity 0.3877341 2.887678 1.592507
43.25, target_spawn, target ID 32, grid ID 8
43.75, target_hit, target ID 32, grid ID 8, velocity -1.565212 1.146993 1.51719
44.15, target_spawn, target ID 33, grid ID 5
45.248, target_miss, target ID 33, grid ID 5
45.6, target_spawn, target ID 34, grid ID 4
45.7, target_contact, target ID 34, grid ID 4, velocity -0.7855957 0.7617871 0.4537669
46.698, target_miss, target ID 34, grid ID 4
47.05, target_spawn, target ID 35, grid ID 6
48.148, target_miss, target ID 35, grid ID 6
48.5, target_spawn, target ID 36, grid ID 5
48.65, target_contact, target ID 36, grid ID 5, velocity 0.9395865 -0.6343342 -0.04440617
49.3, target_hit, target ID 36, grid ID 5, velocity -1.578519 1.439623 1.692079
49.7, target_spawn, target ID 37, grid ID 8
50.798, target_miss, target ID 37, grid ID 8
51.15, target_spawn, target ID 38, grid ID 2
52.248, target_miss, target ID 38, grid ID 2
52.6, target_spawn, target ID 39, grid ID 1
52.9, target_hit, target ID 39, grid ID 1, velocity -1.585523 1.651739 1.100746
53.3, target_spawn, target ID 40, grid ID 8
54.398, target_miss, target ID 40, grid ID 8
54.75, target_spawn, target ID 41, grid ID 3
55.848, target_miss, target ID 41, grid ID 3
56.2, target_spawn, target ID 42, grid ID 1
56.6, target_contact, target ID 42, grid ID 1, velocity -0.7167083 1.167007 0.5310542
57.298, target_miss, target ID 42, grid ID 1
57.65, target_spawn, target ID 43, grid ID 3
58.748, target_miss, target ID 43, grid ID 3
59.09999, target_spawn, target ID 44, grid ID 1
59.25, target_hit, target ID 44, grid ID 1, velocity -1.989007 1.161341 0.9013545
59.65, target_spawn, target ID 45, grid ID 3
60.05, episode statistics, contacts 16, hits 10, misses 35, hit rate 0.2222222
