0, target plane transform 0.151594 1.06992 0.538642 0 0 0 1
0, grid mapping [0 0 0 -0.125  0.125 0.02659401 1.19492 0.563642] [3 1 0 -0.125  0 0.02659401 1.06992 0.563642] [6 2 0 -0.125  -0.125 0.02659401 0.9449199 0.563642] [1 0 1 0  0.125 0.151594 1.19492 0.563642] [4 1 1 0  0 0.151594 1.06992 0.563642] [7 2 1 0  -0.125 0.151594 0.9449199 0.563642] [2 0 2 0.125  0.125 0.276594 1.19492 0.563642] [5 1 2 0.125  0 0.276594 1.06992 0.563642] [8 2 2 0.125  -0.125 0.276594 0.9449199 0.563642]
0.09999999, target_spawn, target ID 0, grid ID 6
34.55, target_spawn, target ID 25, grid ID 0
34.75, target_contact, target ID 25, grid ID 0, velocity 0.1003318 -0.4551603 0.260902
35.5, target_contact, target ID 25, grid ID 0, velocity -1.59957 1.209254 0.5087464
35.648, target_miss, target ID 25, grid ID 0
36, target_spawn, target ID 26, grid ID 1
36.25, target_hit, target ID 26, grid ID 1, velocity 0.2755992 2.7887 1.139903
36.65, target_spawn, target ID 27, grid ID 7
37.748, target_miss, target ID 27, grid ID 7
38.1, target_spawn, target ID 28, grid ID 2
39.198, target_miss, target ID 28, grid ID 2
39.55, target_spawn, target ID 29, grid ID 5
40.4, target_contact, target ID 29, grid ID 5, velocity 1.126494 1.484037 0.1627822
40.648, target_miss, target ID 29, grid ID 5
41, target_spawn, target ID 30, grid ID 2
42.098, target_miss, target ID 30, grid ID 2
42.45, target_spawn, target ID 31, grid ID 1
43.2, target_hit, target ID 31, grid ID 1, velocity -1.699724 1.410276 0.8892317
43.6, target_spawn, target ID 32, grid ID 8
44.698, target_miss, target ID 32, grid ID 8
45.05, target_spawn, target ID 33, grid ID 3
45.8, target_contact, target ID 33, grid ID 3, velocity 0.1003202 -0.5066252 0.1462194
46.148, target_miss, target ID 33, grid ID 3
46.5, target_spawn, target ID 34, grid ID 0
47.598, target_miss, target ID 34, grid ID 0
47.95, target_spawn, target ID 35, grid ID 6
48.95, target_hit, target ID 35, grid ID 6, velocity -0.167739 2.518359 2.509785
49.35, target_spawn, target ID 36, grid ID 1
50, target_contact, target ID 36, grid ID 1, velocity -1.567541 1.040747 0.6504604
50.448, target_miss, target ID 36, grid ID 1
50.8, target_spawn, target ID 37, grid ID 0
51.898, target_miss, target ID 37, grid ID 0
52.25, target_spawn, target ID 38, grid ID 1
53.348, target_miss, target ID 38, grid ID 1
53.7, target_spawn, target ID 39, grid ID 3
54.45, target_contact, target ID 39, grid ID 3, velocity -0.914466 -0.4881653 0.07907027
54.798, target_miss, target ID 39, grid ID 3
55.15, target_spawn, target ID 40, grid ID 5
56, target_hit, target ID 40, grid ID 5, velocity -1.567259 1.589913 1.402628
56.4, target_spawn, target ID 41, grid ID 8
57.498, target_miss, target ID 41, grid ID 8
57.84999, target_spawn, target ID 42, grid ID 1
58.45, target_hit, target ID 42, grid ID 1, velocity 0.06999414 2.743056 0.9746636
58.84999, target_spawn, target ID 43, grid ID 3
59.45, target_contact, target ID 43, grid ID 3, velocity -1.263652 -0.8408561 -0.05790408
59.948, target_miss, target ID 43, grid ID 3
60.05, episode statistics, contacts 11, hits 10, misses 34, hit rate 0.2272727
