0, target plane transform 0.151594 1.06992 0.538642 0 0 0 1
0, grid mapping [0 0 0 -0.125  0.125 0.02659401 1.19492 0.563642] [3 1 0 -0.125  0 0.02659401 1.06992 0.563642] [6 2 0 -0.125  -0.125 0.02659401 0.9449199 0.563642] [1 0 1 0  0.125 0.151594 1.19492 0.563642] [4 1 1 0  0 0.151594 1.06992 0.563642] [7 2 1 0  -0.125 0.151594 0.9449199 0.563642] [2 0 2 0.125  0.125 0.276594 1.19492 0.563642] [5 1 2 0.125  0 0.276594 1.06992 0.563642] [8 2 2 0.125  -0.125 0.276594 0.9449199 0.563642]
0.09999999, target_spawn, target ID 0, grid ID 2
23.65, target_spawn, target ID 21, grid ID 3
24.1, target_hit, target ID 21, grid ID 3, velocity -0.8250393 2.697434 0.9954455
24.5, target_spawn, target ID 22, grid ID 0
25, target_contact, target ID 22, grid ID 0, velocity -0.6520898 3.016597 0.6528121
25.25, target_hit, target ID 22, grid ID 0, velocity 0.6970096 -1.099594 1.24056
25.65, target_spawn, target ID 23, grid ID 7
25.75, target_hit, target ID 23, grid ID 7, velocity 0.03302511 2.093116 0.9731643
26.15, target_spawn, target ID 24, grid ID 5
26.6, target_hit, target ID 24, grid ID 5, velocity -0.1058425 2.227966 1.161038
27, target_spawn, target ID 25, grid ID 4
27.45, target_hit, target ID 25, grid ID 4, velocity -0.1519395 2.248216 0.9546402
27.85, target_spawn, target ID 26, grid ID 6
28.948, target_miss, target ID 26, grid ID 6
29.3, target_spawn, target ID 27, grid ID 3
29.9, target_hit, target ID 27, grid ID 3, velocity -0.8990943 2.925888 0.8375775
30.3, target_spawn, target ID 28, grid ID 0
30.75, target_contact, target ID 28, grid ID 0, velocity -0.9108246 3.151703 0.3866913
31.4, target_miss, target ID 28, grid ID 0
31.75, target_spawn, target ID 29, grid ID 2
32.848, target_miss, target ID 29, grid ID 2
33.2, target_spawn, target ID 30, grid ID 2
34.298, target_miss, target ID 30, grid ID 2
34.65, target_spawn, target ID 31, grid ID 1
35.45, target_hit, target ID 31, grid ID 1, velocity 0.8796631 -1.972701 0.8094627
35.85, target_spawn, target ID 32, grid ID 6
36.35, target_hit, target ID 32, grid ID 6, velocity 0.5448759 -3.225061 1.24301
36.75, target_spawn, target ID 33, grid ID 7
37.15, target_hit, target ID 33, grid ID 7, velocity 1.534988 -2.56195 1.131636
37.55, target_spawn, target ID 34, grid ID 3
37.65, target_hit, target ID 34, grid ID 3, velocity -0.4016812 2.772049 0.8937863
38.05, target_spawn, target ID 35, grid ID 8
38.45, target_hit, target ID 35, grid ID 8, velocity 0.2454725 2.132715 1.171077
38.85, target_spawn, target ID 36, grid ID 0
39.948, target_miss, target ID 36, grid ID 0
40.3, target_spawn, target ID 37, grid ID 0
40.5, target_hit, target ID 37, grid ID 0, velocity 0.6595716 -1.37932 1.295116
40.9, target_spawn, target ID 38, grid ID 6
41, target_hit, target ID 38, grid ID 6, velocity -0.118888 2.16763 1.103161
41.4, target_spawn, target ID 39, grid ID 4
41.85, target_hit, target ID 39, grid ID 4, velocity -0.7435472 2.207067 0.866096
42.25, target_spawn, target ID 40, grid ID 6
42.65, target_hit, target ID 40, grid ID 6, velocity -0.4908221 2.153784 0.982823
43.05, target_spawn, target ID 41, grid ID 6
43.45, target_hit, target ID 41, grid ID 6, velocity -0.4864333 1.808107 1.127291
43.85, target_spawn, target ID 42, grid ID 8
44.25, target_hit, target ID 42, grid ID 8, velocity 0.4213216 1.914214 1.061085
44.65, target_spawn, target ID 43, grid ID 8
45.15, target_hit, target ID 43, grid ID 8, velocity 0.3186917 2.36534 1.294851
45.55, target_spawn, target ID 44, grid ID 7
45.95, target_hit, target ID 44, grid ID 7, velocity -0.01846264 1.693147 0.8657945
46.35, target_spawn, target ID 45, grid ID 0
47.448, target_miss, target ID 45, grid ID 0
47.8, target_spawn, target ID 46, grid ID 1
48.1, target_hit, target ID 46, grid ID 1, velocity 1.12412 -1.593135 1.182333
48.5, target_spawn, target ID 47, grid ID 0
48.95, target_hit, target ID 47, grid ID 0, velocity 0.5279697 -1.291377 1.103898
49.35, target_spawn, target ID 48, grid ID 4
49.6, target_hit, target ID 48, grid ID 4, velocity -0.2370273 2.795383 0.8345298
50, target_spawn, target ID 49, grid ID 4
50.4, target_hit, target ID 49, grid ID 4, velocity -0.1973236 2.590974 0.9417037
50.8, target_spawn, target ID 50, grid ID 7
51.15, target_hit, target ID 50, grid ID 7, velocity 0.1754397 1.907928 1.047704
51.55, target_spawn, target ID 51, grid ID 1
52, target_contact, target ID 51, grid ID 1, velocity -0.4876154 2.846997 0.7447813
52.648, target_miss, target ID 51, grid ID 1
53, target_spawn, target ID 52, grid ID 1
54.098, target_miss, target ID 52, grid ID 1
54.45, target_spawn, target ID 53, grid ID 4
55.548, target_miss, target ID 53, grid ID 4
55.9, target_spawn, target ID 54, grid ID 1
56.45, target_hit, target ID 54, grid ID 1, velocity 1.462388 -1.823525 1.094637
56.85, target_spawn, target ID 55, grid ID 7
56.95, target_hit, target ID 55, grid ID 7, velocity -0.3853869 1.855829 1.278522
57.35, target_spawn, target ID 56, grid ID 0
58.25, target_hit, target ID 56, grid ID 0, velocity 0.4719376 -2.084867 1.163831
58.65, target_spawn, target ID 57, grid ID 5
59.748, target_miss, target ID 57, grid ID 5
60.05, episode statistics, contacts 6, hits 41, misses 17, hit rate 0.7068965
